WN;PS;PA;PC;PU;PET;PP;SAN;PVC;PE;POM;ABS
1224.36866;0.03795;0.04859;0.2094;0.08748;0.02412;0.02354;0.07227;0.03834;0.003;0.00467;0.038
1226.90755;0.03466;0.05358;0.22614;0.09881;0.02776;0.01347;0.07044;0.03718;0.00299;0.00521;0.03398
1229.44565;0.03254;0.0558;0.23807;0.11559;0.03101;0.008;0.06876;0.03542;0.00294;0.00542;0.03114
1231.98296;0.03077;0.05463;0.24491;0.13898;0.03554;0.00754;0.06733;0.03633;0.00256;0.00478;0.02904
1234.51947;0.03001;0.05242;0.24668;0.16506;0.03967;0.00721;0.06602;0.03743;0.00247;0.00427;0.02829
1237.0552;0.02959;0.04899;0.24387;0.19586;0.04326;0.01009;0.06501;0.03999;0.00243;0.00336;0.02798
1239.59014;0.0297;0.04583;0.2343;0.22906;0.0462;0.01529;0.06433;0.04392;0.00244;0.00245;0.02807
1242.12429;0.02945;0.04475;0.22025;0.26187;0.04969;0.02246;0.06382;0.04575;0.00288;0.00242;0.02868
1244.65765;0.02939;0.04742;0.20365;0.28678;0.05305;0.02887;0.06358;0.05024;0.00324;0.00297;0.02981
1247.19022;0.02902;0.05153;0.18433;0.29998;0.05933;0.03252;0.06344;0.05142;0.00362;0.00354;0.03148
1249.722;0.02855;0.05859;0.16075;0.29914;0.06972;0.03251;0.0633;0.05453;0.00414;0.00369;0.03428
1252.253;0.02772;0.06458;0.13529;0.2826;0.0829;0.03061;0.06295;0.05484;0.00495;0.0044;0.03548
1254.7832;0.02722;0.07156;0.1109;0.25406;0.09885;0.02441;0.06259;0.05503;0.00603;0.00524;0.03752
1257.31262;0.02619;0.07864;0.09071;0.22034;0.11602;0.01745;0.06205;0.05673;0.00718;0.006;0.03867
1259.84126;0.02586;0.08709;0.07476;0.18342;0.13477;0.01048;0.06116;0.0573;0.00827;0.00769;0.04107
1262.3691;0.02586;0.09865;0.06246;0.15658;0.15336;0.00719;0.06042;0.05796;0.00933;0.00996;0.04368
1264.89616;0.02565;0.11398;0.05311;0.13663;0.17503;0.00513;0.05983;0.05981;0.00983;0.01179;0.04424
1267.42243;0.02583;0.12967;0.04713;0.12842;0.19863;0.0065;0.05941;0.05939;0.01043;0.01476;0.04645
1269.94792;0.02619;0.14585;0.04479;0.12905;0.22451;0.0073;0.05951;0.0612;0.0095;0.01656;0.0482
1272.47263;0.02618;0.15415;0.04365;0.1319;0.25302;0.00856;0.06019;0.05932;0.00642;0.01822;0.05108
1274.99654;0.02607;0.1572;0.04431;0.13423;0.2833;0.0102;0.06121;0.05761;0.00568;0.01891;0.05387
1277.51968;0.02641;0.15091;0.04622;0.13482;0.30962;0.01426;0.06244;0.05237;0.02061;0.02059;0.05369
1280.04203;0.02713;0.14482;0.04995;0.13161;0.32836;0.01823;0.06405;0.05015;0.05678;0.02296;0.05421
1282.56359;0.02853;0.13706;0.05431;0.12889;0.33111;0.02098;0.06566;0.04817;0.09786;0.02707;0.05386
1285.08437;0.03022;0.13156;0.05909;0.12582;0.32;0.02595;0.06725;0.04501;0.13082;0.03243;0.05455
1287.60437;0.03226;0.13223;0.06185;0.13465;0.29419;0.02903;0.0691;0.04363;0.15111;0.03645;0.05706
1290.12359;0.03411;0.13917;0.06198;0.14915;0.26274;0.03295;0.07097;0.04467;0.15524;0.03925;0.06125
1292.64202;0.03587;0.15018;0.06008;0.16956;0.22951;0.03591;0.07256;0.04499;0.14366;0.04015;0.06671
1295.15967;0.03667;0.16272;0.05629;0.19717;0.19918;0.03719;0.0742;0.04766;0.11679;0.03983;0.07221
1297.67654;0.03745;0.16738;0.05309;0.22593;0.17326;0.03525;0.07571;0.05113;0.07854;0.03881;0.07763
1300.19262;0.03814;0.16516;0.05095;0.25397;0.1546;0.03318;0.07675;0.05504;0.04189;0.03674;0.08084
1302.70793;0.03888;0.15375;0.05031;0.2783;0.14033;0.03224;0.07744;0.05852;0.02215;0.03559;0.08152
1305.22245;0.04007;0.1398;0.05;0.29114;0.12741;0.02983;0.07799;0.06661;0.01908;0.03641;0.08069
1307.73619;0.04211;0.12012;0.04883;0.29421;0.11154;0.02951;0.07834;0.07465;0.01854;0.0406;0.07779
1310.24916;0.04473;0.09843;0.04659;0.28259;0.09545;0.03804;0.07881;0.07826;0.01636;0.04777;0.07328
1312.76134;0.04771;0.07863;0.04284;0.26269;0.07931;0.05833;0.07965;0.08486;0.01404;0.0568;0.06969
1315.27274;0.05078;0.06136;0.03712;0.23163;0.06568;0.09091;0.08052;0.09134;0.01143;0.06924;0.0669
1317.78337;0.0535;0.05045;0.03094;0.19107;0.05501;0.12673;0.08084;0.09747;0.00962;0.08297;0.06362
1320.29321;0.05488;0.04411;0.02543;0.1526;0.04652;0.15678;0.08095;0.10131;0.0083;0.10172;0.06231
1322.80228;0.05569;0.03972;0.02222;0.11537;0.03991;0.17027;0.08041;0.10335;0.0067;0.12554;0.06135
1325.31057;0.05438;0.03644;0.02023;0.08679;0.03474;0.16982;0.07909;0.10569;0.00547;0.15513;0.06146
1327.81808;0.05165;0.03346;0.01971;0.06703;0.03126;0.15372;0.07699;0.1069;0.00433;0.18276;0.05961
1330.32481;0.04775;0.03111;0.01943;0.05321;0.02833;0.12516;0.07445;0.11065;0.00355;0.20247;0.05829
1332.83076;0.04384;0.02942;0.01925;0.04693;0.02578;0.09078;0.07173;0.11279;0.0034;0.20767;0.05625
1335.33594;0.04002;0.02763;0.01882;0.04033;0.02457;0.0596;0.06941;0.11049;0.00312;0.19668;0.05274
1337.84034;0.03641;0.02747;0.0188;0.03771;0.02387;0.03907;0.06772;0.11084;0.0032;0.1713;0.04935
1340.34397;0.03389;0.02806;0.01824;0.0367;0.02322;0.03261;0.06637;0.1092;0.00301;0.13614;0.04546
1342.84682;0.03276;0.02957;0.01785;0.03339;0.02305;0.03864;0.06523;0.10607;0.00249;0.09541;0.0424
1345.34889;0.03196;0.03295;0.01821;0.03136;0.02299;0.05116;0.06451;0.09879;0.00238;0.05916;0.04005
1347.85019;0.0319;0.0379;0.01835;0.02657;0.02301;0.0662;0.06392;0.08814;0.00212;0.03317;0.03825
1350.35071;0.0315;0.04382;0.01859;0.02602;0.02298;0.07837;0.0633;0.0802;0.00273;0.01974;0.03678
1352.85046;0.03157;0.04977;0.01888;0.02385;0.02542;0.08594;0.0624;0.07235;0.00418;0.0149;0.03422
1355.34943;0.03148;0.05644;0.01995;0.02314;0.02962;0.08742;0.06132;0.06687;0.00664;0.01344;0.034
1357.84763;0.03121;0.06119;0.02047;0.0222;0.03308;0.08103;0.06003;0.06116;0.00931;0.0124;0.03421
1360.34506;0.03074;0.06518;0.02061;0.01926;0.03758;0.07031;0.0588;0.05734;0.01121;0.01143;0.03398
1362.84171;0.03055;0.06807;0.02066;0.01913;0.04119;0.05747;0.05738;0.05527;0.01224;0.01038;0.03372
1365.33759;0.02996;0.07124;0.02049;0.01892;0.0425;0.04623;0.05559;0.05535;0.01177;0.00978;0.03245
1367.83269;0.02895;0.07241;0.01974;0.01695;0.04282;0.03813;0.0535;0.0557;0.01026;0.00942;0.0314
1370.32703;0.02758;0.07323;0.01922;0.01647;0.04122;0.03342;0.05107;0.05469;0.00795;0.00939;0.02866
1372.82059;0.026;0.07415;0.01926;0.01602;0.03725;0.03026;0.04863;0.05053;0.00515;0.01233;0.02589
1375.31338;0.02383;0.07308;0.02009;0.016;0.03266;0.02405;0.04613;0.04785;0.00314;0.01828;0.02318
1377.8054;0.02193;0.06927;0.02136;0.01643;0.02922;0.0192;0.04375;0.04298;0.00192;0.02952;0.01939
1380.29665;0.02022;0.06576;0.02274;0.0176;0.02707;0.01307;0.04168;0.03927;0.00159;0.04181;0.01808
1382.78713;0.01858;0.05842;0.02341;0.01903;0.02583;0.00762;0.03991;0.03464;0.00157;0.05274;0.01681
1385.27683;0.0177;0.05056;0.02354;0.02058;0.02651;0.00543;0.03892;0.03316;0.00148;0.05999;0.01594
1387.76577;0.01782;0.04171;0.02293;0.02279;0.02743;0.00416;0.03836;0.03122;0.00181;0.06301;0.016
1390.25394;0.01751;0.03416;0.02196;0.0234;0.0296;0.0039;0.03817;0.03155;0.00136;0.0611;0.01534
1392.74133;0.01757;0.02683;0.02072;0.02475;0.03456;0.00334;0.0382;0.03241;9.26E-04;0.05405;0.01401
1395.22796;0.01767;0.02226;0.02014;0.02576;0.04162;0.00276;0.03817;0.03143;0;0.04347;0.01313
1397.71382;0.0176;0.02168;0.02039;0.02626;0.05075;0.00281;0.03845;0.03016;0.00352;0.03427;0.01285
1400.19891;0.01736;0.02271;0.02134;0.02656;0.05993;0.00286;0.03855;0.02732;0.01219;0.02804;0.01375
1402.68324;0.01726;0.0289;0.02292;0.03117;0.06601;0.00403;0.0386;0.02505;0.0256;0.02629;0.01345
1405.16679;0.01703;0.03717;0.02408;0.03659;0.06795;0.00367;0.0382;0.02427;0.03909;0.02537;0.01478
1407.64958;0.01682;0.04641;0.02483;0.04648;0.06486;0.00242;0.03746;0.02249;0.04938;0.02473;0.01669
1410.1316;0.01623;0.05441;0.02463;0.05662;0.05728;0.0025;0.03676;0.02223;0.05514;0.0233;0.01903
1412.61285;0.01633;0.06321;0.02391;0.06658;0.04689;0.0021;0.03608;0.02359;0.05694;0.02288;0.02049
1415.09334;0.01595;0.07082;0.02272;0.07577;0.03622;0.00294;0.03552;0.02693;0.05404;0.02189;0.02135
1417.57306;0.0158;0.08074;0.02135;0.08536;0.02783;0.00574;0.03537;0.03328;0.04899;0.02098;0.02258
1420.05202;0.01671;0.09431;0.02014;0.0909;0.02386;0.01869;0.03576;0.04051;0.04739;0.01988;0.02467
1422.53021;0.0184;0.11297;0.01963;0.09934;0.02579;0.03908;0.03746;0.05791;0.05749;0.02056;0.02699
1425.00763;0.02159;0.14238;0.01935;0.11168;0.03048;0.05797;0.04018;0.08342;0.08255;0.02265;0.03179
1427.48429;0.02544;0.18376;0.01981;0.12925;0.03668;0.07635;0.0443;0.11039;0.11552;0.02432;0.03768
1429.96019;0.03014;0.23159;0.0211;0.14455;0.04349;0.08905;0.04935;0.13191;0.14311;0.026;0.04485
1432.43532;0.03565;0.27826;0.02451;0.15925;0.04887;0.09583;0.05576;0.15072;0.16075;0.02685;0.05409
1434.90969;0.04222;0.30798;0.03029;0.16898;0.05387;0.09848;0.06301;0.16616;0.16586;0.02619;0.06182
1437.38329;0.04942;0.3199;0.03785;0.17412;0.05704;0.10036;0.0704;0.17492;0.15906;0.0247;0.06779
1439.85613;0.05545;0.30766;0.04396;0.17538;0.05939;0.10516;0.07676;0.17099;0.14275;0.02317;0.07409
1442.32821;0.05867;0.27826;0.04898;0.17405;0.06045;0.12239;0.08093;0.15675;0.12129;0.02166;0.07899
1444.79952;0.05897;0.23465;0.05226;0.16876;0.06061;0.15709;0.08216;0.13339;0.10267;0.02005;0.08155
1447.27008;0.05531;0.1871;0.05323;0.1626;0.06044;0.19974;0.08005;0.11162;0.09366;0.02032;0.08151
1449.73987;0.04932;0.14777;0.05247;0.15764;0.05799;0.23559;0.07441;0.091;0.09547;0.02106;0.07893
1452.2089;0.04108;0.12321;0.05227;0.15256;0.05487;0.25736;0.06619;0.06826;0.10035;0.02447;0.07343
1454.67717;0.03223;0.11318;0.05393;0.14037;0.05021;0.25621;0.05658;0.04613;0.10215;0.03048;0.06528
1457.14467;0.02469;0.1119;0.05645;0.12822;0.04416;0.23365;0.04746;0.03142;0.10065;0.03539;0.05533
1459.61142;0.02005;0.1116;0.05993;0.11442;0.03816;0.19376;0.03973;0.0236;0.09338;0.04043;0.04379
1462.07741;0.01774;0.11133;0.06275;0.10286;0.03225;0.14572;0.03419;0.01914;0.08214;0.04816;0.03362
1464.54263;0.01752;0.10862;0.06213;0.09538;0.02831;0.09725;0.03069;0.01591;0.06835;0.05623;0.02498
1467.0071;0.01752;0.10578;0.05955;0.08951;0.02389;0.05881;0.02886;0.01469;0.05367;0.06542;0.01861
1469.47081;0.0175;0.09748;0.05339;0.08439;0.02145;0.03414;0.02824;0.01349;0.04049;0.07485;0.01636
1471.93376;0.01728;0.08693;0.04505;0.07826;0.01966;0.02227;0.02808;0.01278;0.03094;0.08816;0.01422
1474.39595;0.0174;0.07449;0.0371;0.07238;0.01773;0.01686;0.0281;0.01299;0.02341;0.10828;0.01374
1476.85738;0.01776;0.06332;0.03127;0.06348;0.01614;0.01324;0.02818;0.014;0.01874;0.1401;0.01383
1479.31805;0.01809;0.05098;0.02747;0.05217;0.01473;0.0107;0.02858;0.01465;0.01608;0.18863;0.01418
1481.77797;0.019;0.0403;0.0245;0.04241;0.0143;0.00907;0.02911;0.01512;0.01461;0.24353;0.01447
1484.23713;0.0198;0.03077;0.02276;0.03205;0.01374;0.00805;0.02961;0.01532;0.01281;0.29525;0.01611
1486.69553;0.02004;0.02294;0.02209;0.02562;0.01397;0.00673;0.03008;0.01531;0.01169;0.33095;0.01714
1489.15318;0.02018;0.01827;0.02168;0.02101;0.01485;0.00618;0.03008;0.01454;0.01061;0.34383;0.01693
1491.61007;0.02;0.0166;0.02212;0.01746;0.0148;0.00582;0.02956;0.01531;0.00988;0.32888;0.01725
1494.0662;0.01939;0.01359;0.02225;0.01628;0.01636;0.00571;0.02862;0.01531;0.00897;0.28879;0.01785
1496.52158;0.01882;0.01241;0.02351;0.01604;0.01718;0.00533;0.02748;0.01563;0.00801;0.23216;0.01676
1498.9762;0.01834;0.01149;0.02539;0.01382;0.01715;0.00486;0.02652;0.01429;0.00737;0.16992;0.01505
1501.43007;0.01805;0.01097;0.02768;0.01471;0.01696;0.00495;0.02613;0.01461;0.00773;0.11481;0.01352
1503.88318;0.018;0.0089;0.02916;0.01842;0.0167;0.00567;0.02654;0.01314;0.00768;0.07821;0.01223
1506.33554;0.01804;0.00834;0.02977;0.02261;0.01683;0.00534;0.02712;0.01215;0.00781;0.05466;0.01295
1508.78714;0.01809;0.00858;0.02889;0.0278;0.0162;0.0056;0.02779;0.01196;0.00724;0.0407;0.0143
1511.23799;0.01793;0.00848;0.02745;0.03373;0.01594;0.00521;0.02843;0.0121;0.00685;0.03035;0.01473
1513.68809;0.0182;0.00881;0.02542;0.03973;0.01621;0.00503;0.02877;0.01176;0.00688;0.02603;0.01599
1516.13743;0.01839;0.00967;0.0233;0.04606;0.01577;0.00528;0.02872;0.01255;0.00713;0.02114;0.01739
1518.58602;0.01859;0.01116;0.02155;0.05167;0.01617;0.00501;0.02851;0.01392;0.00709;0.01891;0.01797
1521.03386;0.01904;0.01238;0.02115;0.05728;0.01576;0.00475;0.02815;0.01539;0.00695;0.01741;0.01856
1523.48095;0.01942;0.01416;0.0213;0.0647;0.01569;0.00487;0.02779;0.01544;0.00721;0.01626;0.01748
1525.92728;0.01969;0.01482;0.02209;0.07775;0.0154;0.0049;0.02776;0.01565;0.00734;0.01574;0.0177
1528.37287;0.01989;0.01505;0.02256;0.09198;0.01557;0.00475;0.02778;0.01455;0.00727;0.01542;0.01742
1530.8177;0.01977;0.01707;0.02276;0.10526;0.01602;0.00505;0.02739;0.01445;0.00741;0.01469;0.01744
1533.26178;0.01978;0.01839;0.02249;0.11758;0.01582;0.00574;0.02685;0.01369;0.007;0.01335;0.01757
1535.70511;0.01982;0.01906;0.02227;0.12427;0.01643;0.00551;0.02633;0.013;0.00759;0.01218;0.01758
1538.14769;0.02017;0.02049;0.02195;0.1228;0.01682;0.00566;0.02598;0.01243;0.00791;0.01108;0.01702
1540.58952;0.02012;0.02132;0.02187;0.11457;0.017;0.00597;0.02586;0.01172;0.00868;0.00969;0.01679
1543.0306;0.02042;0.02211;0.02141;0.09897;0.01765;0.00621;0.02609;0.01191;0.00892;0.00887;0.01697
1545.47094;0.02071;0.02215;0.02154;0.08045;0.01807;0.00598;0.02665;0.01157;0.00878;0.00817;0.01707
1547.91052;0.02109;0.02255;0.02175;0.06298;0.01916;0.00596;0.02733;0.01135;0.0087;0.00768;0.01699
1550.34935;0.02168;0.0224;0.02213;0.04757;0.01888;0.00576;0.02812;0.01072;0.00855;0.00777;0.01736
1552.78744;0.02237;0.02223;0.02242;0.03577;0.02056;0.00588;0.02842;0.0118;0.00829;0.00811;0.01857
1555.22478;0.02301;0.02199;0.02257;0.02598;0.02052;0.00645;0.02815;0.01265;0.00797;0.00876;0.01887
1557.66137;0.02387;0.02067;0.02277;0.022;0.0216;0.00649;0.02782;0.01229;0.00749;0.00969;0.02084
1560.09722;0.02536;0.02023;0.02317;0.01815;0.02349;0.00665;0.02832;0.01174;0.00772;0.01046;0.02169
1562.53231;0.02687;0.02006;0.02376;0.0156;0.02573;0.00701;0.0308;0.01153;0.00765;0.01108;0.02119
1564.96666;0.03022;0.01864;0.02478;0.01474;0.02945;0.00698;0.03588;0.01114;0.00801;0.01139;0.02124
1567.40027;0.03988;0.01793;0.02584;0.01455;0.03351;0.0069;0.0434;0.01111;0.00794;0.01128;0.021
1569.83312;0.05309;0.01771;0.02792;0.01562;0.03678;0.0059;0.05252;0.01074;0.00768;0.01093;0.02239
1572.26524;0.06608;0.01742;0.03102;0.01747;0.03886;0.0059;0.06119;0.00996;0.00756;0.01022;0.02852
1574.6966;0.07549;0.01613;0.03547;0.02022;0.03967;0.00606;0.06747;0.01002;0.00743;0.00989;0.03777
1577.12723;0.08003;0.01578;0.04208;0.02321;0.0411;0.00659;0.07073;0.0106;0.00712;0.00906;0.0484
1579.5571;0.07926;0.01625;0.05151;0.0266;0.04028;0.0067;0.07197;0.01019;0.00721;0.00869;0.05581
1581.98624;0.07727;0.01581;0.06539;0.03256;0.04179;0.00775;0.07402;0.01046;0.00736;0.00855;0.06014
1584.41463;0.07895;0.01584;0.08346;0.03737;0.04619;0.00795;0.07977;0.01034;0.00787;0.0079;0.05892
1586.84227;0.09271;0.01651;0.10389;0.04483;0.05471;0.00838;0.09103;0.00997;0.00839;0.00848;0.05578
1589.26917;0.11913;0.01758;0.1284;0.0525;0.07069;0.00835;0.10742;0.00986;0.00889;0.00845;0.05837
1591.69533;0.1515;0.01957;0.15873;0.06292;0.09509;0.00831;0.12641;0.00997;0.00926;0.00831;0.06974
1594.12075;0.1773;0.021;0.19206;0.07837;0.14306;0.00821;0.14327;0.01038;0.00942;0.00846;0.09047
1596.54542;0.18895;0.02293;0.22489;0.09941;0.24335;0.00918;0.15246;0.01014;0.00935;0.00763;0.1144
1598.96935;0.18269;0.02469;0.24904;0.13438;0.41492;0.00999;0.15009;0.00942;0.00903;0.00894;0.13325
1601.39254;0.15994;0.02728;0.25835;0.19797;0.63415;0.01048;0.13644;0.00927;0.0088;0.00953;0.14242
1603.81499;0.12532;0.03034;0.25262;0.29985;0.83666;0.01023;0.11456;0.00889;0.00884;0.01002;0.13783
1606.2367;0.08746;0.03316;0.23257;0.43089;0.96796;0.01038;0.08965;0.00991;0.00902;0.01045;0.12064
1608.65767;0.05582;0.036;0.20009;0.56602;1;0.00992;0.06614;0.01027;0.00947;0.01059;0.09341
1611.07789;0.03852;0.04204;0.16065;0.668;0.92911;0.01005;0.04729;0.00895;0.00969;0.01062;0.06469
1613.49738;0.03209;0.04919;0.1224;0.71292;0.77059;0.00979;0.03475;0.00905;0.01018;0.00999;0.04404
1615.91613;0.03047;0.06016;0.09253;0.69287;0.55254;0.01042;0.02847;0.00883;0.01047;0.00935;0.03213
1618.33413;0.03002;0.08296;0.0721;0.6137;0.32847;0.01077;0.02631;0.00884;0.01057;0.00875;0.02826
1620.7514;0.02962;0.11702;0.06079;0.48778;0.15591;0.01172;0.02612;0.00732;0.01046;0.00809;0.02674
1623.16793;0.02864;0.16027;0.05394;0.34441;0.06604;0.01224;0.02612;0.0056;0.01033;0.00894;0.02645
1625.58372;0.02749;0.20083;0.04907;0.21777;0.0412;0.0123;0.02608;0.00625;0.01015;0.00969;0.02771
1627.99877;0.02668;0.23344;0.0465;0.13069;0.03977;0.01162;0.02616;0.00603;0.00996;0.01008;0.03105
1630.41308;0.02587;0.24987;0.04392;0.08379;0.03988;0.01208;0.02657;0.008;0.0099;0.01047;0.03611
1632.82666;0.02512;0.24718;0.04127;0.065;0.03785;0.01246;0.02709;0.0087;0.01018;0.01119;0.04252
1635.2395;0.02434;0.22848;0.03894;0.05552;0.03532;0.01281;0.02766;0.00995;0.01021;0.01164;0.04957
1637.6516;0.02442;0.19519;0.03718;0.04802;0.03274;0.01332;0.02807;0.01029;0.0102;0.01196;0.05553
1640.06297;0.02456;0.15617;0.03598;0.04214;0.03061;0.01384;0.02859;0.01014;0.01022;0.01179;0.05961
1642.4736;0.02451;0.12366;0.03434;0.03828;0.02877;0.01386;0.02897;0.00964;0.01031;0.01156;0.0632
1644.88349;0.02444;0.10071;0.03234;0.03526;0.02693;0.01443;0.02938;0.0091;0.01058;0.01177;0.06417
1647.29265;0.02422;0.08949;0.03094;0.03251;0.0266;0.01487;0.02956;0.00784;0.01077;0.01143;0.0644
1649.70107;0.02418;0.08231;0.02963;0.03118;0.02584;0.01526;0.02977;0.00783;0.01095;0.01201;0.06351
1652.10876;0.02419;0.077;0.02871;0.03124;0.02552;0.01499;0.03011;0.00799;0.01107;0.01163;0.06598
1654.51571;0.02397;0.07135;0.02758;0.0286;0.02539;0.0152;0.0301;0.00992;0.01109;0.01137;0.07189
1656.92193;0.02374;0.06668;0.02662;0.02597;0.02592;0.01512;0.02987;0.01009;0.01115;0.01096;0.08393
1659.32741;0.02395;0.06186;0.02595;0.02499;0.02632;0.01485;0.0294;0.01064;0.01126;0.01074;0.09585
1661.73216;0.02449;0.056;0.0264;0.02472;0.02724;0.01465;0.02867;0.00993;0.01111;0.01039;0.10583
1664.13618;0.02473;0.04874;0.02641;0.02524;0.02872;0.01433;0.02836;0.0098;0.01075;0.01014;0.11223
1666.53946;0.02513;0.04304;0.0263;0.02472;0.02976;0.01443;0.0283;0.01003;0.01083;0.01041;0.11117
1668.94201;0.02583;0.03881;0.02604;0.02484;0.0309;0.01484;0.02844;0.01063;0.01108;0.01098;0.10207
1671.34383;0.02599;0.0367;0.0259;0.02697;0.03295;0.01541;0.02838;0.01036;0.01117;0.01102;0.08718
1673.74491;0.02634;0.03465;0.02566;0.02838;0.03442;0.01634;0.02845;0.01014;0.01154;0.01156;0.06795
1676.14527;0.02637;0.03155;0.02548;0.03052;0.03629;0.01673;0.02856;0.00978;0.01155;0.01166;0.05002
1678.54489;0.02628;0.03009;0.02552;0.03361;0.03803;0.01662;0.0283;0.01082;0.01155;0.01184;0.03601
1680.94378;0.02599;0.0303;0.02567;0.03767;0.03891;0.01707;0.02808;0.00958;0.0117;0.01177;0.02914
1683.34194;0.02606;0.02947;0.02554;0.04385;0.0406;0.01773;0.02786;0.00975;0.01203;0.012;0.02455
1685.73937;0.02603;0.0284;0.02556;0.05439;0.04282;0.01824;0.02784;0.01062;0.01222;0.0122;0.02374
1688.13607;0.02579;0.02624;0.02521;0.06413;0.04457;0.01858;0.02834;0.01018;0.01236;0.0122;0.02348
1690.53204;0.02562;0.025;0.02509;0.07356;0.04724;0.01881;0.02895;0.01093;0.01289;0.01252;0.02197
1692.92728;0.0257;0.02386;0.02484;0.08535;0.05069;0.01943;0.02954;0.01122;0.01341;0.01247;0.02068
1695.32179;0.02516;0.02323;0.02436;0.09554;0.05909;0.01959;0.02963;0.01097;0.01378;0.01196;0.02049
1697.71557;0.02496;0.02267;0.02436;0.10062;0.07438;0.02042;0.02945;0.01065;0.01408;0.01198;0.02025
1700.10862;0.02488;0.02274;0.02455;0.10627;0.10088;0.02048;0.02904;0.00984;0.014;0.01184;0.01934
1702.50095;0.02501;0.02351;0.02476;0.10896;0.14248;0.02066;0.02836;0.01141;0.01383;0.01181;0.01942
1704.89255;0.0249;0.02538;0.02469;0.10755;0.20092;0.02039;0.02762;0.00975;0.01384;0.01193;0.02051
1707.28341;0.0253;0.02648;0.02477;0.10634;0.27465;0.02024;0.02693;0.00988;0.01388;0.01174;0.02038
1709.67356;0.02568;0.02687;0.02503;0.10611;0.35764;0.01952;0.02635;0.01017;0.0141;0.01168;0.0203
1712.06297;0.02562;0.02654;0.02505;0.10715;0.43971;0.01917;0.02596;0.00945;0.01404;0.01109;0.0201
1714.45166;0.02565;0.02641;0.02559;0.11424;0.51381;0.01862;0.02566;0.00924;0.01407;0.01144;0.0199
1716.83962;0.02576;0.02675;0.02581;0.12396;0.56834;0.01884;0.02542;0.00854;0.01443;0.01186;0.01899
1719.22685;0.02592;0.02594;0.02601;0.13477;0.60119;0.01859;0.02535;0.0088;0.01474;0.01196;0.01959
1721.61336;0.02607;0.02578;0.02627;0.1475;0.60711;0.01915;0.02546;0.01014;0.01471;0.01248;0.01811
1723.99915;0.02617;0.02577;0.02657;0.15909;0.59054;0.01961;0.02602;0.01117;0.01475;0.01256;0.01711
1726.3842;0.02649;0.02564;0.02649;0.164;0.55336;0.02001;0.02676;0.01236;0.01474;0.01305;0.01842
1728.76854;0.02683;0.02634;0.02641;0.16301;0.50203;0.01958;0.02757;0.01143;0.01509;0.01283;0.01955
1731.15215;0.02719;0.02675;0.02652;0.15713;0.43853;0.01862;0.02854;0.0114;0.01538;0.01256;0.02069
1733.53503;0.02748;0.02766;0.02633;0.14471;0.36963;0.0181;0.02944;0.01123;0.01542;0.01253;0.02168
1735.91719;0.02727;0.0285;0.0265;0.13019;0.30076;0.01885;0.03013;0.01096;0.01539;0.01195;0.02225
1738.29863;0.0274;0.0293;0.02705;0.11505;0.23702;0.0191;0.03051;0.00904;0.01573;0.01231;0.02183
1740.67934;0.02717;0.02983;0.02726;0.09778;0.18038;0.01925;0.03093;0.00816;0.01589;0.01252;0.0211
1743.05933;0.02733;0.02959;0.02759;0.08205;0.13601;0.0193;0.03156;0.00791;0.0162;0.01171;0.02149
1745.4386;0.02695;0.02964;0.02788;0.06964;0.10163;0.01945;0.0321;0.00725;0.01619;0.01238;0.01995
1747.81715;0.02657;0.03;0.02894;0.0575;0.07987;0.01996;0.03269;0.00668;0.01613;0.01248;0.01964
1750.19497;0.02648;0.02937;0.02917;0.04757;0.06579;0.01984;0.0333;0.00715;0.0162;0.01316;0.01995
1752.57207;0.02656;0.02904;0.03023;0.04011;0.05725;0.01935;0.03376;0.00941;0.01636;0.01356;0.02046
1754.94845;0.02656;0.02866;0.032;0.03525;0.04981;0.01908;0.03419;0.01092;0.01638;0.01416;0.02167
1757.32411;0.02689;0.02957;0.03448;0.03242;0.0447;0.01942;0.0344;0.01077;0.01619;0.01475;0.02296
1759.69905;0.027;0.02963;0.03853;0.03195;0.04112;0.02044;0.03426;0.01167;0.01619;0.01494;0.02307
1762.07327;0.02748;0.02998;0.04357;0.03264;0.03827;0.02079;0.03403;0.01089;0.01645;0.01562;0.02332
1764.44676;0.02795;0.03018;0.04913;0.03305;0.03479;0.01999;0.03422;0.01162;0.01647;0.0155;0.02332
1766.81954;0.02836;0.03067;0.05455;0.03317;0.03297;0.02043;0.03447;0.01179;0.01696;0.01485;0.02348
1769.1916;0.02867;0.03137;0.05931;0.03349;0.03094;0.02038;0.03469;0.01054;0.01731;0.01489;0.02223
1771.56294;0.02866;0.03232;0.06307;0.03421;0.0302;0.021;0.03505;0.00948;0.01722;0.01475;0.02152
1773.93356;0.02857;0.03145;0.06415;0.03451;0.02964;0.0205;0.03568;0.01027;0.01753;0.01488;0.021
1776.30346;0.02848;0.03225;0.06318;0.03434;0.02898;0.0203;0.03623;0.01097;0.01749;0.01429;0.02134
1778.67264;0.02842;0.03277;0.0607;0.03367;0.02823;0.02133;0.03672;0.01067;0.01772;0.01359;0.02236
1781.04111;0.02836;0.03283;0.05632;0.0339;0.02752;0.02164;0.03675;0.01003;0.01775;0.01318;0.02351
1783.40886;0.02831;0.03319;0.05116;0.03396;0.02724;0.02205;0.03655;0.00995;0.01763;0.01371;0.02305
